Entity,Year,Annual CO₂ emissions from coal (per capita)
Malaysia,1952,0.055802487
Malaysia,1953,0.041728124
Malaysia,1954,0.030766312
Malaysia,1955,0.02865117
Malaysia,1956,0.025967676
Malaysia,1957,0.006462471
Malaysia,1958,0.0014520915
Malaysia,1959,0.0066062994
Malaysia,1960,0.011502978
Malaysia,1961,0.012116925
Malaysia,1962,0.010493337
Malaysia,1963,0.010648479
Malaysia,1964,0.008711191
Malaysia,1965,0.0064760726
Malaysia,1966,0.0067086755
Malaysia,1967,0.0050101466
Malaysia,1968,0.0048977504
Malaysia,1969,0.00589328
Malaysia,1970,0.006117813
Malaysia,1971,0.014763614
Malaysia,1972,0.0030892103
Malaysia,1973,0.011726813
Malaysia,1974,0.014393123
Malaysia,1975,0.006068387
Malaysia,1976,0.008108787
Malaysia,1977,0.009741673
Malaysia,1978,0.007430145
Malaysia,1979,0.0107356245
Malaysia,1980,0.015805691
Malaysia,1981,0.02871215
Malaysia,1982,0.025693145
Malaysia,1983,0.06950511
Malaysia,1984,0.073987804
Malaysia,1985,0.0944091
Malaysia,1986,0.06742565
Malaysia,1987,0.079912834
Malaysia,1988,0.06915014
Malaysia,1989,0.2774186
Malaysia,1990,0.30346403
Malaysia,1991,0.33099395
Malaysia,1992,0.33576897
Malaysia,1993,0.27873242
Malaysia,1994,0.3144462
Malaysia,1995,0.31142178
Malaysia,1996,0.37114322
Malaysia,1997,0.29825035
Malaysia,1998,0.28684175
Malaysia,1999,0.23206687
Malaysia,2000,0.34281468
Malaysia,2001,0.4220644
Malaysia,2002,0.5205081
Malaysia,2003,0.73800796
Malaysia,2004,1.255871
Malaysia,2005,1.0105895
Malaysia,2006,1.007888
Malaysia,2007,1.1087433
Malaysia,2008,1.3796374
Malaysia,2009,1.6565969
Malaysia,2010,1.9311081
Malaysia,2011,1.9046515
Malaysia,2012,2.0183425
Malaysia,2013,1.9218113
Malaysia,2014,1.885137
Malaysia,2015,2.1372008
Malaysia,2016,2.249826
Malaysia,2017,2.4402764
Malaysia,2018,2.5701447
Malaysia,2019,2.3963497
Malaysia,2020,2.7757678
Malaysia,2021,2.5220108
Malaysia,2022,2.4610891
Malaysia,2023,2.52235
Malta,1950,0.16163754
Malta,1951,0.14633465
Malta,1952,0.096132025
Malta,1953,0.08290959
Malta,1954,0.19618936
Malta,1955,0.14971648
Malta,1956,0.045450035
Malta,1957,0.04539277
Malta,1958,0.05561374
Malta,1959,0.03327269
Malta,1960,0.022392232
Malta,1961,0.022148676
Malta,1962,0.022172533
Malta,1963,0.022218583
Malta,1964,0.033431266
Malta,1965,0.01119093
Malta,1966,0.022500891
Malta,1967,0.011314928
Malta,1968,0.02265119
Malta,1969,0.011282178
Malta,1970,0.011238712
Malta,1971,0
Malta,1972,0
Malta,1973,0.011101113
Malta,1974,0.010992324
Malta,1975,0
Malta,1976,0
Malta,1977,0
Malta,1978,0
Malta,1979,0
Malta,1980,0.010685892
Malta,1981,0.010627806
Malta,1982,0.17968349
Malta,1983,0.39940676
Malta,1984,0.71073586
Malta,1985,1.4029673
Malta,1986,0.9286869
Malta,1987,1.1459944
Malta,1988,1.5316284
Malta,1989,1.8795929
Malta,1990,1.9285972
Malta,1991,1.5479499
Malta,1992,1.2936853
Malta,1993,1.8760698
Malta,1994,1.2649535
Malta,1995,0.32001072
Malta,1996,0.00011867078
Malta,1997,0.00018940994
Malta,1998,0.00017014491
Malta,1999,0.00011589938
Malta,2000,0.00007251722
Malta,2001,0.0001688233
Malta,2002,0.00014054225
Malta,2003,0.00007838603
Malta,2004,0.00012658228
Malta,2005,0.00020806972
Malta,2006,0.00007461555
Malta,2007,0.00008149549
Malta,2008,0.00004773623
Malta,2009,0.000076045624
Malta,2010,0.00007571241
Malta,2011,0.00010126368
Malta,2012,0.000025784311
Malta,2013,0.000025673522
Malta,2014,0.00005293514
Malta,2015,0.00005168783
Malta,2016,0.000026357811
Malta,2017,0.000025646395
Malta,2018,0.000024764786
Malta,2019,0.00002182466
Malta,2020,0
Malta,2021,0
Malta,2022,0.00001514595
Malta,2023,0.000013134096
Mauritania,1969,0.006869399
Mauritania,1970,0.029983224
Mauritania,1971,0.012927491
Mauritania,1972,0.012647675
Mauritania,1973,0.012174355
Mauritania,1974,0.011817506
Mauritania,1975,0.011473871
Mauritania,1976,0.011142349
Mauritania,1977,0.010897707
Mauritania,1978,0.010523323
Mauritania,1979,0.012786492
Mauritania,1980,0.010001038
Mauritania,1981,0.009715318
Mauritania,1982,0.011734699
Mauritania,1983,0.011401906
Mauritania,1984,0.011078222
Mauritania,1985,0.010763118
Mauritania,1986,0.008284984
Mauritania,1987,0.008128602
Mauritania,1988,0.007897139
Mauritania,1989,0.007701285
Mauritania,1990,0.0075086546
Mauritania,1991,0.007292482
Mauritania,1992,0.0070186798
Mauritania,1993,0.006740461
Mauritania,1994,0.0065153358
Mauritania,1995,0.00475427
Mauritania,1996,0.0031074614
Mauritania,1997,0.0015195023
Mauritania,1998,0.0014806134
Mauritania,1999,0
Mauritania,2000,0
Mauritius,1950,0.24852489
Mauritius,1951,0.12863933
Mauritius,1952,0.13151778
Mauritius,1953,0.12812869
Mauritius,1954,0.12516077
Mauritius,1955,0.042775754
Mauritius,1956,0.084881455
Mauritius,1957,0.06974476
Mauritius,1958,0.07789764
Mauritius,1959,0.05511084
Mauritius,1960,0.010771212
Mauritius,1961,0.02116286
Mauritius,1962,0.010390141
Mauritius,1963,0.0051765926
Mauritius,1964,0.004974577
Mauritius,1965,0.0048680096
Mauritius,1966,0.009533561
Mauritius,1967,0
Mauritius,1968,0.0045840796
Mauritius,1969,0.0044743856
Mauritius,1970,0
Mauritius,1971,0.0043561226
Mauritius,1972,0.004270095
Mauritius,1973,0.004235099
Mauritius,1974,0.0041804006
Mauritius,1975,0
Mauritius,1976,0.0040717446
Mauritius,1977,0.00401687
Mauritius,1978,0.003959857
Mauritius,1979,0.0039003869
Mauritius,1980,0.003815674
Mauritius,1981,0.0037803557
Mauritius,1982,0.0037250612
Mauritius,1983,0.036963027
Mauritius,1984,0.061957173
Mauritius,1985,0.092934415
Mauritius,1986,0.11644629
Mauritius,1987,0.09411711
Mauritius,1988,0.10334751
Mauritius,1989,0.18388343
Mauritius,1990,0.18168044
Mauritius,1991,0.15905806
Mauritius,1992,0.17046785
Mauritius,1993,0.14853108
Mauritius,1994,0.07989122
Mauritius,1995,0.14502804
Mauritius,1996,0.09375728
Mauritius,1997,0.10209532
Mauritius,1998,0.13489637
Mauritius,1999,0.26737806
Mauritius,2000,0.48787802
Mauritius,2001,0.5619416
Mauritius,2002,0.59676635
Mauritius,2003,0.6047207
Mauritius,2004,0.5335646
Mauritius,2005,0.67688954
Mauritius,2006,0.8987598
Mauritius,2007,1.0418913
Mauritius,2008,1.2101859
Mauritius,2009,1.102944
Mauritius,2010,1.2254181
Mauritius,2011,1.1707517
Mauritius,2012,1.2306422
Mauritius,2013,1.2941892
Mauritius,2014,1.3430464
Mauritius,2015,1.3042355
Mauritius,2016,1.3274057
Mauritius,2017,1.3825322
Mauritius,2018,1.3162522
Mauritius,2019,1.2134818
Mauritius,2020,1.2089531
Mauritius,2021,1.3543571
Mauritius,2022,1.4907306
Mauritius,2023,1.6669006
Mexico,1856,0.00095851073
Mexico,1857,0.0008691696
Mexico,1858,0.0018121735
Mexico,1859,0.0009232169
Mexico,1860,0.0005775319
Mexico,1861,0.001331543
Mexico,1862,0.003703798
Mexico,1863,0.0024288695
Mexico,1864,0.00068700104
Mexico,1865,0.002273419
Mexico,1866,0.0039144065
Mexico,1867,0.0016994319
Mexico,1868,0.0012793979
Mexico,1869,0.0003931628
Mexico,1870,0.0011390273
Mexico,1871,0.001367033
Mexico,1872,0.002698022
Mexico,1873,0.0035214568
Mexico,1874,0.0036017783
Mexico,1875,0.0038538147
Mexico,1876,0.003863628
Mexico,1877,0.004720613
Mexico,1878,0.006142203
Mexico,1879,0.007914399
Mexico,1880,0.008619002
Mexico,1881,0.0055783545
Mexico,1882,0.0075347214
Mexico,1883,0.0078541245
Mexico,1884,0.0066533433
Mexico,1885,0.0058702044
Mexico,1886,0.008031494
Mexico,1887,0.015524154
Mexico,1888,0.020622699
Mexico,1889,0.026079116
Mexico,1890,0.039537333
Mexico,1891,0.094419554
Mexico,1892,0.13667779
Mexico,1893,0.11807741
Mexico,1894,0.12757093
Mexico,1895,0.1217248
Mexico,1896,0.13116626
Mexico,1897,0.18134868
Mexico,1898,0.20253628
Mexico,1899,0.2488691
Mexico,1900,0.2642491
Mexico,1901,0.31257027
Mexico,1902,0.33621877
Mexico,1903,0.39150295
Mexico,1904,0.41430816
Mexico,1905,0.4339856
Mexico,1906,0.44339982
Mexico,1907,0.47053102
Mexico,1908,0.37694925
Mexico,1909,0.41295734
Mexico,1910,0.39785737
Mexico,1911,0.37081775
Mexico,1912,0.28183147
Mexico,1913,0.20601323
Mexico,1914,0.22493699
Mexico,1915,0.15960377
Mexico,1916,0.12359009
Mexico,1917,0.14924519
Mexico,1918,0.22316512
Mexico,1919,0.17872168
Mexico,1920,0.19096403
Mexico,1921,0.17162766
Mexico,1922,0.18293549
Mexico,1923,0.24342124
Mexico,1924,0.2212756
Mexico,1925,0.203534
Mexico,1926,0.18606874
Mexico,1927,0.18895873
Mexico,1928,0.14279288
Mexico,1929,0.14185706
Mexico,1930,0.16721039
Mexico,1931,0.11466833
Mexico,1932,0.08347531
Mexico,1933,0.12068052
Mexico,1934,0.09266955
Mexico,1935,0.14401773
Mexico,1936,0.14778364
Mexico,1937,0.13732135
Mexico,1938,0.11936198
Mexico,1939,0.09338967
Mexico,1940,0.08581999
Mexico,1941,0.0870607
Mexico,1942,0.0884357
Mexico,1943,0.09759753
Mexico,1944,0.081872165
Mexico,1945,0.08065371
Mexico,1946,0.0766414
Mexico,1947,0.078798756
Mexico,1948,0.07735137
Mexico,1949,0.0762106
Mexico,1950,0.0673355
Mexico,1951,0.07516763
Mexico,1952,0.089552715
Mexico,1953,0.094359584
Mexico,1954,0.08578282
Mexico,1955,0.084739245
Mexico,1956,0.086461924
Mexico,1957,0.08493961
Mexico,1958,0.083506174
Mexico,1959,0.08793042
Mexico,1960,0.095080435
Mexico,1961,0.09437984
Mexico,1962,0.0950376
Mexico,1963,0.10087572
Mexico,1964,0.10139255
Mexico,1965,0.09428038
Mexico,1966,0.09933966
Mexico,1967,0.10873304
Mexico,1968,0.12198394
Mexico,1969,0.12606521
Mexico,1970,0.13317747
Mexico,1971,0.1417013
Mexico,1972,0.15088607
Mexico,1973,0.16224538
Mexico,1974,0.1943219
Mexico,1975,0.18996789
Mexico,1976,0.19260834
Mexico,1977,0.20104766
Mexico,1978,0.24694282
Mexico,1979,0.26343304
Mexico,1980,0.1584299
Mexico,1981,0.12423926
Mexico,1982,0.14675266
Mexico,1983,0.14799312
Mexico,1984,0.14375499
Mexico,1985,0.17181543
Mexico,1986,0.1621361
Mexico,1987,0.14836872
Mexico,1988,0.1387065
Mexico,1989,0.15175278
Mexico,1990,0.19191721
Mexico,1991,0.18369783
Mexico,1992,0.17207573
Mexico,1993,0.2076664
Mexico,1994,0.22683671
Mexico,1995,0.24505314
Mexico,1996,0.27254
Mexico,1997,0.2720074
Mexico,1998,0.27483025
Mexico,1999,0.26775697
Mexico,2000,0.27071652
Mexico,2001,0.30608034
Mexico,2002,0.34172237
Mexico,2003,0.41230378
Mexico,2004,0.3628727
Mexico,2005,0.4423678
Mexico,2006,0.46887347
Mexico,2007,0.42142564
Mexico,2008,0.3695062
Mexico,2009,0.36440533
Mexico,2010,0.44932604
Mexico,2011,0.48628604
Mexico,2012,0.42136016
Mexico,2013,0.42230397
Mexico,2014,0.40859884
Mexico,2015,0.36436263
Mexico,2016,0.3895336
Mexico,2017,0.39327115
Mexico,2018,0.3798011
Mexico,2019,0.35994983
Mexico,2020,0.26581305
Mexico,2021,0.22891171
Mexico,2022,0.27958182
Mexico,2023,0.29956314
Moldova,1830,0.00024206594
Moldova,1831,0.0002868224
Moldova,1832,0.0001898953
Moldova,1833,0.00023552224
Moldova,1850,0.0012472194
Moldova,1855,0.0036110794
Moldova,1858,0.0049331
Moldova,1859,0.00518352
Moldova,1860,0.006506163
Moldova,1861,0.008264048
Moldova,1862,0.007359095
Moldova,1863,0.0074724774
Moldova,1864,0.0081853205
Moldova,1865,0.007642874
Moldova,1866,0.025304241
Moldova,1867,0.028542256
Moldova,1868,0.022440737
Moldova,1869,0.03093467
Moldova,1870,0.033423062
Moldova,1871,0.045698583
Moldova,1872,0.04636218
Moldova,1873,0.04096183
Moldova,1874,0.04800258
Moldova,1875,0.052409545
Moldova,1876,0.0613728
Moldova,1877,0.057261404
Moldova,1878,0.07583075
Moldova,1879,0.07289343
Moldova,1880,0.08564076
Moldova,1881,0.081350304
Moldova,1882,0.08388256
Moldova,1883,0.09576228
Moldova,1884,0.081120685
Moldova,1885,0.07968714
Moldova,1886,0.080306865
Moldova,1887,0.07369424
Moldova,1888,0.07377565
Moldova,1889,0.08415418
Moldova,1890,0.08883808
Moldova,1891,0.08788739
Moldova,1892,0.09381191
Moldova,1893,0.10804884
Moldova,1894,0.12024862
Moldova,1895,0.11603108
Moldova,1896,0.120088644
Moldova,1897,0.1397024
Moldova,1898,0.15417899
Moldova,1899,0.19161475
Moldova,1900,0.20920111
Moldova,1901,0.19443746
Moldova,1902,0.19046001
Moldova,1903,0.19965884
Moldova,1904,0.233312
Moldova,1905,0.24016948
Moldova,1906,0.27187663
Moldova,1907,0.31395698
Moldova,1908,0.31398436
Moldova,1909,0.3255036
Moldova,1910,0.30486682
Moldova,1911,0.33299273
Moldova,1912,0.39871526
Moldova,1913,0.45592612
Moldova,1914,0.37754384
Moldova,1915,0.30731592
Moldova,1916,0.3238176
Moldova,1917,0.30272013
Moldova,1918,0.1149009
Moldova,1919,0.072225384
Moldova,1920,0.0677988
Moldova,1921,0.08062311
Moldova,1922,0.097057015
Moldova,1923,0.104796834
Moldova,1924,0.1387773
Moldova,1925,0.12723173
Moldova,1926,0.21230666
Moldova,1927,0.2676217
Moldova,1928,0.31513467
Moldova,1929,0.30941927
Moldova,1930,0.32730052
Moldova,1931,0.38680714
Moldova,1932,0.5025095
Moldova,1933,0.6010416
Moldova,1934,0.75164825
Moldova,1935,0.8804004
Moldova,1936,1.0291473
Moldova,1937,1.0298748
Moldova,1938,1.0747895
Moldova,1939,1.0818939
Moldova,1940,1.3941168
Moldova,1941,1.1271753
Moldova,1942,0.39195445
Moldova,1943,0.47446904
Moldova,1944,0.71997213
Moldova,1945,1.1174718
Moldova,1946,1.2314976
Moldova,1947,1.4625177
Moldova,1948,1.5101157
Moldova,1949,1.6786287
Moldova,1950,1.7201102
Moldova,1951,1.8343091
Moldova,1952,1.8847493
Moldova,1953,1.9162811
Moldova,1954,2.0349588
Moldova,1955,2.2275646
Moldova,1956,2.312342
Moldova,1957,2.4073417
Moldova,1958,2.4117787
Moldova,1959,2.3915749
Moldova,1960,2.3163593
Moldova,1961,2.2020092
Moldova,1962,2.1070304
Moldova,1963,2.1343393
Moldova,1964,2.158955
Moldova,1965,2.1956222
Moldova,1966,2.227263
Moldova,1967,2.1820304
Moldova,1968,2.1032314
Moldova,1969,2.082489
Moldova,1970,2.1640925
Moldova,1971,2.1863751
Moldova,1972,2.2062483
Moldova,1973,2.1823704
Moldova,1974,2.1388922
Moldova,1975,2.1753476
Moldova,1976,2.222019
Moldova,1977,2.2325478
Moldova,1978,2.165324
Moldova,1979,2.151627
Moldova,1980,2.2593567
Moldova,1981,2.0079272
Moldova,1982,2.0281904
Moldova,1983,2.0072982
Moldova,1984,2.0020854
Moldova,1985,2.3136594
Moldova,1986,2.4611914
Moldova,1987,2.4268064
Moldova,1988,2.1044593
Moldova,1989,1.9704299
Moldova,1990,1.6734462
Moldova,1991,1.4541441
Moldova,1992,0.89961255
Moldova,1993,0.8624099
Moldova,1994,0.8336925
Moldova,1995,0.508818
Moldova,1996,0.4517734
Moldova,1997,0.2288141
Moldova,1998,0.22750454
Moldova,1999,0.10456989
Moldova,2000,0.08651773
Moldova,2001,0.06209028
Moldova,2002,0.06721415
Moldova,2003,0.08230855
Moldova,2004,0.07877288
Moldova,2005,0.07170518
Moldova,2006,0.08783167
Moldova,2007,0.04376176
Moldova,2008,0.086280175
Moldova,2009,0.09391802
Moldova,2010,0.08978432
Moldova,2011,0.09373009
Moldova,2012,0.1188849
Moldova,2013,0.16230743
Moldova,2014,0.10961153
Moldova,2015,0.11249224
Moldova,2016,0.08606868
Moldova,2017,0.12620635
Moldova,2018,0.09300588
Moldova,2019,0.11779617
Moldova,2020,0.093118094
Moldova,2021,0.11147901
Moldova,2022,0.10116819
Moldova,2023,0.101752125
Mongolia,1950,0.36560738
Mongolia,1951,0.36901587
Mongolia,1952,0.372259
Mongolia,1953,0.3707426
Mongolia,1954,0.3749916
Mongolia,1955,0.37991908
Mongolia,1956,0.4471961
Mongolia,1957,0.4881286
Mongolia,1958,0.77172124
Mongolia,1959,0.8880432
Mongolia,1960,0.81705236
Mongolia,1961,0.8785256
Mongolia,1962,1.3650559
Mongolia,1963,0.95758134
Mongolia,1964,1.2821249
Mongolia,1965,1.1855048
Mongolia,1966,1.151331
Mongolia,1967,1.1999094
Mongolia,1968,1.3822694
Mongolia,1969,1.48616
Mongolia,1970,1.5275201
Mongolia,1971,1.5720932
Mongolia,1972,1.6432428
Mongolia,1973,1.6605891
Mongolia,1974,1.7305799
Mongolia,1975,1.8734825
Mongolia,1976,1.9748132
Mongolia,1977,2.2361774
Mongolia,1978,2.486439
Mongolia,1979,2.6851285
Mongolia,1980,2.8858178
Mongolia,1981,2.6005406
Mongolia,1982,2.522206
Mongolia,1983,2.5800955
Mongolia,1984,2.924682
Mongolia,1985,3.4270787
Mongolia,1986,3.576689
Mongolia,1987,3.8033369
Mongolia,1988,4.1667967
Mongolia,1989,3.6947222
Mongolia,1990,3.375261
Mongolia,1991,4.617486
Mongolia,1992,4.1058664
Mongolia,1993,3.3395224
Mongolia,1994,2.9493256
Mongolia,1995,2.9287314
Mongolia,1996,2.889908
Mongolia,1997,2.731142
Mongolia,1998,2.6666126
Mongolia,1999,2.5876343
Mongolia,2000,2.4994285
Mongolia,2001,2.565423
Mongolia,2002,2.709813
Mongolia,2003,2.5298269
Mongolia,2004,2.6714866
Mongolia,2005,2.6570964
Mongolia,2006,2.8520877
Mongolia,2007,3.669652
Mongolia,2008,3.544091
Mongolia,2009,3.9934702
Mongolia,2010,4.1376567
Mongolia,2011,6.6308
Mongolia,2012,11.231347
Mongolia,2013,13.952421
Mongolia,2014,8.930324
Mongolia,2015,6.617478
Mongolia,2016,7.410382
Mongolia,2017,9.6866255
Mongolia,2018,12.925788
Mongolia,2019,12.919886
Mongolia,2020,9.598718
Mongolia,2021,10.921747
Mongolia,2022,11.199736
Mongolia,2023,12.025488
Montenegro,1885,0.0012715812
Montenegro,1890,0.0035300024
Montenegro,1891,0.0040551857
Montenegro,1892,0.0044198046
Montenegro,1893,0.0077190488
Montenegro,1894,0.014505737
Montenegro,1895,0.01428027
Montenegro,1896,0.015664985
Montenegro,1897,0.0119953025
Montenegro,1898,0.01790676
Montenegro,1899,0.020565754
Montenegro,1900,0.02741425
Montenegro,1901,0.02946344
Montenegro,1902,0.027177328
Montenegro,1903,0.029035332
Montenegro,1904,0.030474646
Montenegro,1905,0.032557856
Montenegro,1906,0.038348593
Montenegro,1907,0.038428757
Montenegro,1908,0.040715333
Montenegro,1909,0.041363217
Montenegro,1910,0.040651504
Montenegro,1911,0.04393052
Montenegro,1912,0.045114193
Montenegro,1913,0.124717966
Montenegro,1919,0.093014866
Montenegro,1920,0.124310404
Montenegro,1921,0.13323347
Montenegro,1922,0.19023646
Montenegro,1923,0.20947449
Montenegro,1924,0.21614616
Montenegro,1925,0.2376171
Montenegro,1926,0.23195879
Montenegro,1927,0.26346093
Montenegro,1928,0.30128503
Montenegro,1929,0.33143297
Montenegro,1930,0.30985624
Montenegro,1931,0.29351252
Montenegro,1932,0.26560706
Montenegro,1933,0.24750468
Montenegro,1934,0.26046175
Montenegro,1935,0.2755503
Montenegro,1936,0.27066624
Montenegro,1937,0.30595666
Montenegro,1938,0.30160895
Montenegro,1939,0.31860724
Montenegro,1940,0.3688905
Montenegro,1943,0
Montenegro,1944,0
Montenegro,1945,0.19116811
Montenegro,1946,0.38181666
Montenegro,1947,0.53448486
Montenegro,1948,0.6065616
Montenegro,1949,0.6928675
Montenegro,1950,0.62956935
Montenegro,1951,0.5843047
Montenegro,1952,0.58371925
Montenegro,1953,0.5509686
Montenegro,1954,0.65146315
Montenegro,1955,0.7406796
Montenegro,1956,0.8355339
Montenegro,1957,0.8902595
Montenegro,1958,0.8614235
Montenegro,1959,0.971035
Montenegro,1960,1.0378222
Montenegro,1961,1.0754908
Montenegro,1962,1.0800898
Montenegro,1963,1.1793113
Montenegro,1964,1.309347
Montenegro,1965,1.2923666
Montenegro,1966,1.2301307
Montenegro,1967,1.1545094
Montenegro,1968,1.1754055
Montenegro,1969,1.1754135
Montenegro,1970,1.5046339
Montenegro,1971,1.6412907
Montenegro,1972,1.5368843
Montenegro,1973,1.5846131
Montenegro,1974,1.6024795
Montenegro,1975,1.6933582
Montenegro,1976,1.6892686
Montenegro,1977,1.5912497
Montenegro,1978,1.6551821
Montenegro,1979,1.7360729
Montenegro,1980,1.6896739
Montenegro,1981,2.1853838
Montenegro,1982,1.9091022
Montenegro,1983,2.121018
Montenegro,1984,2.298691
Montenegro,1985,2.3468018
Montenegro,1986,2.390303
Montenegro,1987,2.3388355
Montenegro,1988,2.3579805
Montenegro,1989,2.3741152
Montenegro,1990,2.2831974
Montenegro,1991,1.4423001
Montenegro,1992,1.8881316
Montenegro,1993,1.7086054
Montenegro,1994,1.6768721
Montenegro,1995,1.7642915
Montenegro,1996,1.769791
Montenegro,1997,1.7246637
Montenegro,1998,1.9647499
Montenegro,1999,1.5121098
Montenegro,2000,1.9388897
Montenegro,2001,1.8673896
Montenegro,2002,1.927303
Montenegro,2003,2.0343661
Montenegro,2004,2.121697
Montenegro,2005,1.5668386
Montenegro,2006,1.9826434
Montenegro,2007,1.6168305
Montenegro,2008,2.388693
Montenegro,2009,1.2919258
Montenegro,2010,2.5679128
Montenegro,2011,2.6505845
Montenegro,2012,2.3769338
Montenegro,2013,2.2933152
Montenegro,2014,2.2458377
Montenegro,2015,2.3798761
Montenegro,2016,1.8958393
Montenegro,2017,1.9380147
Montenegro,2018,2.3085976
Montenegro,2019,2.378081
Montenegro,2020,2.4891305
Montenegro,2021,2.1965044
Montenegro,2022,2.103127
Montenegro,2023,1.9255648
Morocco,1930,0.000568245
Morocco,1931,0.0023325249
Morocco,1932,0.00605835
Morocco,1933,0.01082375
Morocco,1934,0.013826337
Morocco,1935,0.019856533
Morocco,1936,0.018484525
Morocco,1937,0.038849246
Morocco,1938,0.050568264
Morocco,1939,0.04045549
Morocco,1940,0.049863793
Morocco,1941,0.047659904
Morocco,1942,0.039939843
Morocco,1943,0.03387594
Morocco,1944,0.043747734
Morocco,1945,0.05776323
Morocco,1946,0.07010385
Morocco,1947,0.08373018
Morocco,1948,0.089227796
Morocco,1949,0.10315594
Morocco,1950,0.09253932
Morocco,1951,0.09640744
Morocco,1952,0.106079884
Morocco,1953,0.13873647
Morocco,1954,0.101105824
Morocco,1955,0.08764921
Morocco,1956,0.086996846
Morocco,1957,0.07919646
Morocco,1958,0.078599416
Morocco,1959,0.0760837
Morocco,1960,0.07532913
Morocco,1961,0.07240449
Morocco,1962,0.06466668
Morocco,1963,0.0672935
Morocco,1964,0.07697907
Morocco,1965,0.058395185
Morocco,1966,0.08757774
Morocco,1967,0.08472628
Morocco,1968,0.07405684
Morocco,1969,0.07186628
Morocco,1970,0.079918295
Morocco,1971,0.08184592
Morocco,1972,0.09967129
Morocco,1973,0.09582883
Morocco,1974,0.09283793
Morocco,1975,0.10293783
Morocco,1976,0.10883052
Morocco,1977,0.10029964
Morocco,1978,0.09872393
Morocco,1979,0.09357578
Morocco,1980,0.08755216
Morocco,1981,0.090200216
Morocco,1982,0.09820507
Morocco,1983,0.118475854
Morocco,1984,0.09941114
Morocco,1985,0.11101045
Morocco,1986,0.17780907
Morocco,1987,0.19608204
Morocco,1988,0.18849687
Morocco,1989,0.19961311
Morocco,1990,0.17316231
Morocco,1991,0.19653478
Morocco,1992,0.16593662
Morocco,1993,0.18593128
Morocco,1994,0.20419107
Morocco,1995,0.23916698
Morocco,1996,0.30031213
Morocco,1997,0.28230548
Morocco,1998,0.31026748
Morocco,1999,0.29597315
Morocco,2000,0.35282037
Morocco,2001,0.44327122
Morocco,2002,0.4488248
Morocco,2003,0.41371357
Morocco,2004,0.4570058
Morocco,2005,0.46394193
Morocco,2006,0.47768116
Morocco,2007,0.48349434
Morocco,2008,0.44677317
Morocco,2009,0.41111758
Morocco,2010,0.40728655
Morocco,2011,0.34833652
Morocco,2012,0.34362566
Morocco,2013,0.33183324
Morocco,2014,0.44730273
Morocco,2015,0.48669693
Morocco,2016,0.4635517
Morocco,2017,0.47608152
Morocco,2018,0.5445943
Morocco,2019,0.6975322
Morocco,2020,0.6930945
Morocco,2021,0.719587
Morocco,2022,0.71565855
Morocco,2023,0.6644623
Mozambique,1927,0.010665609
Mozambique,1928,0.003502663
Mozambique,1932,0.01157366
Mozambique,1933,0.009131137
Mozambique,1934,0.012864319
Mozambique,1935,0.008722109
Mozambique,1936,0.009383658
Mozambique,1937,0.010796448
Mozambique,1938,0.005856104
Mozambique,1939,0.010491872
Mozambique,1940,0.010330354
Mozambique,1941,0.008711398
Mozambique,1942,0.0035682824
Mozambique,1943,0.0067947474
Mozambique,1944,0.0077472264
Mozambique,1945,0.0056534004
Mozambique,1946,0.0074756783
Mozambique,1947,0.0073723574
Mozambique,1948,0.0044884933
Mozambique,1949,0.0060472554
Mozambique,1950,0.121016696
Mozambique,1951,0.11828928
Mozambique,1952,0.13685277
Mozambique,1953,0.13403888
Mozambique,1954,0.13850108
Mozambique,1955,0.1662861
Mozambique,1956,0.18608806
Mozambique,1957,0.21113773
Mozambique,1958,0.20900042
Mozambique,1959,0.19843148
Mozambique,1960,0.19919871
Mozambique,1961,0.21925238
Mozambique,1962,0.2185809
Mozambique,1963,0.19119227
Mozambique,1964,0.18483967
Mozambique,1965,0.17116828
Mozambique,1966,0.1535752
Mozambique,1967,0.14372243
Mozambique,1968,0.18754962
Mozambique,1969,0.20348105
Mozambique,1970,0.18696359
Mozambique,1971,0.19627817
Mozambique,1972,0.16396035
Mozambique,1973,0.1739063
Mozambique,1974,0.16185543
Mozambique,1975,0.14362872
Mozambique,1976,0.13424288
Mozambique,1977,0.08134278
Mozambique,1978,0.06176687
Mozambique,1979,0.055480883
Mozambique,1980,0.06747418
Mozambique,1981,0.06736477
Mozambique,1982,0.05453685
Mozambique,1983,0.039754093
Mozambique,1984,0.027072532
Mozambique,1985,0.0224822
Mozambique,1986,0.013771652
Mozambique,1987,0.013095422
Mozambique,1988,0.013453164
Mozambique,1989,0.013058499
Mozambique,1990,0.011752078
Mozambique,1991,0.012348627
Mozambique,1992,0.011573374
Mozambique,1993,0.011248859
Mozambique,1994,0.010479817
Mozambique,1995,0.00941222
Mozambique,1996,0.003998913
Mozambique,1997,0.003890976
Mozambique,1998,0
Mozambique,1999,0
Mozambique,2000,0
Mozambique,2001,0
Mozambique,2002,0
Mozambique,2003,0
Mozambique,2004,0
Mozambique,2005,0
Mozambique,2006,0
Mozambique,2007,0.0012028577
Mozambique,2008,0.0011774581
Mozambique,2009,0.0011454218
Mozambique,2010,0.0011151675
Mozambique,2011,0.005267697
Mozambique,2012,0.0016540493
Mozambique,2013,0.0014625805
Mozambique,2014,0.03196777
Mozambique,2015,0.016156578
